"","pop","year","gdd400","latitude","country","only_2008","interval","Estimate","CPP_YEAR"
"697","SHI",2008,266,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"698","HIR",2008,272,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"699","TOK",2008,272,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"700","UTS",2008,245,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"701","KHO",2008,249,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"702","AIZ",2008,240,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"703","SAK",2008,251,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"704","OKI",2009,320,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"705","OKI",2009,320,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"706","KAG",2009,275,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"707","KAG",2009,275,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"708","YAT",2009,266,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"709","SAG",2009,269,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"710","YAM",2009,263,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"711","KYO",2009,265,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"712","TAK",2009,262,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"713","KAN",2009,250,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"714","NIG",2009,253,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"715","SEN",2009,247,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"716","TAN",2009,300,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"717","SHI",2009,265,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"718","HIR",2009,271,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"719","TOK",2009,269,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"720","UTS",2009,240,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"721","KHO",2009,246,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"722","AIZ",2009,233,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"723","SAK",2009,248,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"724","OKI",2010,319,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"725","OKI",2010,319,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"726","KAG",2010,276,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"727","KAG",2010,276,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"728","YAT",2010,265,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"729","SAG",2010,269,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"730","YAM",2010,262,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"731","KYO",2010,265,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"732","TAK",2010,263,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"733","KAN",2010,253,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"734","NIG",2010,255,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"735","SEN",2010,250,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"736","TAN",2010,299,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"737","SHI",2010,263,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"738","HIR",2010,272,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"739","TOK",2010,272,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"740","UTS",2010,246,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"741","KHO",2010,249,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"742","AIZ",2010,241,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"743","SAK",2010,252,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"744","OKI",2011,321,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"745","OKI",2011,321,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"746","KAG",2011,283,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"747","KAG",2011,283,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"748","YAT",2011,270,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"749","SAG",2011,274,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"750","YAM",2011,264,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"751","KYO",2011,266,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"752","TAK",2011,263,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"753","KAN",2011,254,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"754","NIG",2011,255,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"755","SEN",2011,251,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"756","TAN",2011,303,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"757","SHI",2011,270,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"758","HIR",2011,274,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"759","TOK",2011,273,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"760","UTS",2011,248,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"761","KHO",2011,251,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"762","AIZ",2011,242,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"763","SAK",2011,253,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"764","OKI",2012,320,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"765","OKI",2012,320,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"766","KAG",2012,271,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"767","KAG",2012,271,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"768","YAT",2012,259,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"769","SAG",2012,264,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"770","YAM",2012,258,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"771","KYO",2012,262,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"772","TAK",2012,262,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"773","KAN",2012,254,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"774","NIG",2012,258,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"775","SEN",2012,255,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"776","TAN",2012,294,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"777","SHI",2012,261,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"778","HIR",2012,268,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"779","TOK",2012,270,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"780","UTS",2012,249,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"781","KHO",2012,254,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"782","AIZ",2012,247,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"783","SAK",2012,256,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"784","OKI",2013,316,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"785","OKI",2013,316,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"786","KAG",2013,276,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"787","KAG",2013,276,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"788","YAT",2013,267,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"789","SAG",2013,271,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"790","YAM",2013,264,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"791","KYO",2013,267,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"792","TAK",2013,266,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"793","KAN",2013,256,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"794","NIG",2013,257,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"795","SEN",2013,252,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"796","TAN",2013,295,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"797","SHI",2013,266,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"798","HIR",2013,272,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"799","TOK",2013,272,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"800","UTS",2013,246,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"801","KHO",2013,252,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"802","AIZ",2013,242,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"803","SAK",2013,254,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"804","OKI",2014,319,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"805","OKI",2014,319,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"806","KAG",2014,277,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"807","KAG",2014,277,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"808","YAT",2014,267,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"809","SAG",2014,270,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"810","YAM",2014,262,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"811","KYO",2014,266,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"812","TAK",2014,264,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"813","KAN",2014,251,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"814","NIG",2014,250,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"815","SEN",2014,246,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"816","TAN",2014,298,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"817","SHI",2014,264,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"818","HIR",2014,270,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"819","TOK",2014,270,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"820","UTS",2014,239,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"821","KHO",2014,246,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"822","AIZ",2014,234,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"823","SAK",2014,246,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"824","OKI",2015,325,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"825","OKI",2015,325,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"826","KAG",2015,284,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"827","KAG",2015,284,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"828","YAT",2015,272,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"829","SAG",2015,273,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"830","YAM",2015,263,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"831","KYO",2015,267,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"832","TAK",2015,264,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"833","KAN",2015,251,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"834","NIG",2015,251,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"835","SEN",2015,248,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"836","TAN",2015,309,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"837","SHI",2015,266,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"838","HIR",2015,272,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"839","TOK",2015,272,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"840","UTS",2015,242,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"841","KHO",2015,247,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"842","AIZ",2015,234,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"843","SAK",2015,247,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"844","OKI",2016,327,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"845","OKI",2016,327,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"846","KAG",2016,286,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"847","KAG",2016,286,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"848","YAT",2016,277,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"849","SAG",2016,277,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"850","YAM",2016,269,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"851","KYO",2016,269,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"852","TAK",2016,267,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"853","KAN",2016,257,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"854","NIG",2016,255,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"855","SEN",2016,251,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"856","TAN",2016,310,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"857","SHI",2016,271,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"858","HIR",2016,276,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"859","TOK",2016,271,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"860","UTS",2016,249,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"861","KHO",2016,252,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"862","AIZ",2016,244,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"863","SAK",2016,251,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"864","OKI",2017,320,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"865","OKI",2017,320,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"866","KAG",2017,275,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"867","KAG",2017,275,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"868","YAT",2017,265,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"869","SAG",2017,268,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"870","YAM",2017,259,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"871","KYO",2017,260,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"872","TAK",2017,258,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"873","KAN",2017,248,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"874","NIG",2017,251,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"875","SEN",2017,247,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"876","TAN",2017,297,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
"877","SHI",2017,263,34.02,"JP","y","y2008-2017",13.1224219644301,"2008"
"878","HIR",2017,266,34.38,"JP","y","y2008-2017",13.1088874236273,"2008"
"879","TOK",2017,264,35.63,"JP","y","y2008-2017",13.2599462255156,"2008"
"880","UTS",2017,240,36.53,"JP","y","y2008-2017",13.5887057611562,"2008"
"881","KHO",2017,245,37.37,"JP","y","y2008-2017",13.3905340286713,"2008"
"882","AIZ",2017,235,37.47,"JP","y","y2008-2017",13.8055534251455,"2008"
"883","SAK",2017,247,38.92,"JP","y","y2008-2017",13.6644933129919,"2008"
"884","OKI",2018,327,26.2,"JP","n",NA,12.9128269753514,"2008"
"885","OKI",2018,327,26.2,"JP","n",NA,12.7233688138933,"2018"
"886","KAG",2018,277,31.6,"JP","n",NA,13.2917405264244,"2008"
"887","KAG",2018,277,31.6,"JP","n",NA,13.4588495901383,"2018"
"888","YAT",2018,268,32.65,"JP","n",NA,13.2095678159864,"2018"
"889","SAG",2018,269,33.25,"JP","n",NA,13.4328742434447,"2018"
"890","YAM",2018,262,34.18,"JP","n",NA,13.5275398729425,"2018"
"891","KYO",2018,267,35,"JP","n",NA,13.5135633344554,"2018"
"892","TAK",2018,265,35.35,"JP","n",NA,13.6623454360937,"2018"
"893","KAN",2018,253,36.56,"JP","n",NA,13.7643173470151,"2018"
"894","NIG",2018,256,37.91,"JP","n",NA,13.8496617799907,"2018"
"895","SEN",2018,251,38.29,"JP","n",NA,14.0145864430433,"2018"
"896","TAN",2018,307,30.72,"JP","y",NA,12.6477931369594,"2008"
"897","SHI",2018,264,34.02,"JP","y",NA,13.1224219644301,"2008"
"898","HIR",2018,271,34.38,"JP","y",NA,13.1088874236273,"2008"
"899","TOK",2018,273,35.63,"JP","y",NA,13.2599462255156,"2008"
"900","UTS",2018,247,36.53,"JP","y",NA,13.5887057611562,"2008"
"901","KHO",2018,251,37.37,"JP","y",NA,13.3905340286713,"2008"
"902","AIZ",2018,241,37.47,"JP","y",NA,13.8055534251455,"2008"
"903","SAK",2018,251,38.92,"JP","y",NA,13.6644933129919,"2008"
