"","pop","year","gdd400","latitude","country","only_2008","interval","Estimate","CPP_YEAR"
"359","FEM",2013,323,27.58,"US","n","y2008-2017",12.5178987869314,"2018"
"360","FAY",2013,273,35.03,"US","n","y2008-2017",13.0894469072591,"2008"
"361","FAY",2013,273,35.03,"US","n","y2008-2017",13.3626010009971,"2018"
"362","OAK",2013,321,28.85,"US","n","y2008-2017",12.3128257953782,"2008"
"363","OAK",2013,321,28.85,"US","n","y2008-2017",12.5141547681508,"2018"
"364","PBS",2013,329,26.67,"US","n","y2008-2017",12.3377836963088,"2018"
"365","WAV",2013,270,37.05,"US","n","y2008-2017",13.4348804445957,"2008"
"366","WAV",2013,270,37.05,"US","n","y2008-2017",13.6820816512994,"2018"
"367","ZIO",2013,280,33.75,"US","n","y2008-2017",13.0484023264296,"2008"
"368","ZIO",2013,280,33.75,"US","n","y2008-2017",13.1679649131277,"2018"
"369","BER",2014,247,39.77,"US","n","y2008-2017",13.3815200381743,"2008"
"370","BER",2014,247,39.77,"US","n","y2008-2017",13.6001540751313,"2018"
"371","BRU",2014,290,31.13,"US","n","y2008-2017",12.6778971813431,"2008"
"372","BRU",2014,290,31.13,"US","n","y2008-2017",12.9910864665452,"2018"
"373","NVA",2014,261,36.35,"US","n","y2008-2017",13.0995914344232,"2008"
"374","NVA",2014,261,36.35,"US","n","y2008-2017",13.6026183014303,"2018"
"375","NEW",2014,247,40.73,"US","n","y2008-2017",13.803044771604,"2008"
"376","NEW",2014,247,40.73,"US","n","y2008-2017",13.8445565269216,"2018"
"377","MAN",2014,252,38.63,"US","n","y2008-2017",13.3862516577478,"2008"
"378","MAN",2014,252,38.63,"US","n","y2008-2017",13.6273457473479,"2018"
"379","JAC",2014,300,30.33,"US","n","y2008-2017",12.675635765985,"2008"
"380","JAC",2014,300,30.33,"US","n","y2008-2017",12.8532440069939,"2018"
"381","FEM",2014,317,27.58,"US","n","y2008-2017",12.5716906703355,"2008"
"382","FEM",2014,317,27.58,"US","n","y2008-2017",12.5178987869314,"2018"
"383","FAY",2014,269,35.03,"US","n","y2008-2017",13.0894469072591,"2008"
"384","FAY",2014,269,35.03,"US","n","y2008-2017",13.3626010009971,"2018"
"385","OAK",2014,312,28.85,"US","n","y2008-2017",12.3128257953782,"2008"
"386","OAK",2014,312,28.85,"US","n","y2008-2017",12.5141547681508,"2018"
"387","PBS",2014,325,26.67,"US","n","y2008-2017",12.3377836963088,"2018"
"388","WAV",2014,262,37.05,"US","n","y2008-2017",13.4348804445957,"2008"
"389","WAV",2014,262,37.05,"US","n","y2008-2017",13.6820816512994,"2018"
"390","ZIO",2014,279,33.75,"US","n","y2008-2017",13.0484023264296,"2008"
"391","ZIO",2014,279,33.75,"US","n","y2008-2017",13.1679649131277,"2018"
"392","BER",2015,258,39.77,"US","n","y2008-2017",13.3815200381743,"2008"
"393","BER",2015,258,39.77,"US","n","y2008-2017",13.6001540751313,"2018"
"394","BRU",2015,309,31.13,"US","n","y2008-2017",12.6778971813431,"2008"
"395","BRU",2015,309,31.13,"US","n","y2008-2017",12.9910864665452,"2018"
"396","NVA",2015,272,36.35,"US","n","y2008-2017",13.0995914344232,"2008"
"397","NVA",2015,272,36.35,"US","n","y2008-2017",13.6026183014303,"2018"
"398","NEW",2015,257,40.73,"US","n","y2008-2017",13.803044771604,"2008"
"399","NEW",2015,257,40.73,"US","n","y2008-2017",13.8445565269216,"2018"
"400","MAN",2015,263,38.63,"US","n","y2008-2017",13.3862516577478,"2008"
"401","MAN",2015,263,38.63,"US","n","y2008-2017",13.6273457473479,"2018"
"402","JAC",2015,322,30.33,"US","n","y2008-2017",12.675635765985,"2008"
"403","JAC",2015,322,30.33,"US","n","y2008-2017",12.8532440069939,"2018"
"404","FEM",2015,331,27.58,"US","n","y2008-2017",12.5716906703355,"2008"
"405","FEM",2015,331,27.58,"US","n","y2008-2017",12.5178987869314,"2018"
"406","FAY",2015,289,35.03,"US","n","y2008-2017",13.0894469072591,"2008"
"407","FAY",2015,289,35.03,"US","n","y2008-2017",13.3626010009971,"2018"
"408","OAK",2015,329,28.85,"US","n","y2008-2017",12.3128257953782,"2008"
"409","OAK",2015,329,28.85,"US","n","y2008-2017",12.5141547681508,"2018"
"410","PBS",2015,334,26.67,"US","n","y2008-2017",12.3377836963088,"2018"
"411","WAV",2015,278,37.05,"US","n","y2008-2017",13.4348804445957,"2008"
"412","WAV",2015,278,37.05,"US","n","y2008-2017",13.6820816512994,"2018"
"413","ZIO",2015,300,33.75,"US","n","y2008-2017",13.0484023264296,"2008"
"414","ZIO",2015,300,33.75,"US","n","y2008-2017",13.1679649131277,"2018"
"415","BER",2016,254,39.77,"US","n","y2008-2017",13.3815200381743,"2008"
"416","BER",2016,254,39.77,"US","n","y2008-2017",13.6001540751313,"2018"
"417","BRU",2016,303,31.13,"US","n","y2008-2017",12.6778971813431,"2008"
"418","BRU",2016,303,31.13,"US","n","y2008-2017",12.9910864665452,"2018"
"419","NVA",2016,269,36.35,"US","n","y2008-2017",13.0995914344232,"2008"
"420","NVA",2016,269,36.35,"US","n","y2008-2017",13.6026183014303,"2018"
"421","NEW",2016,252,40.73,"US","n","y2008-2017",13.803044771604,"2008"
"422","NEW",2016,252,40.73,"US","n","y2008-2017",13.8445565269216,"2018"
"423","MAN",2016,262,38.63,"US","n","y2008-2017",13.3862516577478,"2008"
"424","MAN",2016,262,38.63,"US","n","y2008-2017",13.6273457473479,"2018"
"425","JAC",2016,308,30.33,"US","n","y2008-2017",12.675635765985,"2008"
"426","JAC",2016,308,30.33,"US","n","y2008-2017",12.8532440069939,"2018"
"427","FEM",2016,325,27.58,"US","n","y2008-2017",12.5716906703355,"2008"
"428","FEM",2016,325,27.58,"US","n","y2008-2017",12.5178987869314,"2018"
"429","FAY",2016,277,35.03,"US","n","y2008-2017",13.0894469072591,"2008"
"430","FAY",2016,277,35.03,"US","n","y2008-2017",13.3626010009971,"2018"
"431","OAK",2016,321,28.85,"US","n","y2008-2017",12.3128257953782,"2008"
"432","OAK",2016,321,28.85,"US","n","y2008-2017",12.5141547681508,"2018"
"433","PBS",2016,332,26.67,"US","n","y2008-2017",12.3377836963088,"2018"
"434","WAV",2016,270,37.05,"US","n","y2008-2017",13.4348804445957,"2008"
"435","WAV",2016,270,37.05,"US","n","y2008-2017",13.6820816512994,"2018"
"436","ZIO",2016,286,33.75,"US","n","y2008-2017",13.0484023264296,"2008"
"437","ZIO",2016,286,33.75,"US","n","y2008-2017",13.1679649131277,"2018"
"438","BER",2017,261,39.77,"US","n","y2008-2017",13.3815200381743,"2008"
"439","BER",2017,261,39.77,"US","n","y2008-2017",13.6001540751313,"2018"
"440","BRU",2017,291,31.13,"US","n","y2008-2017",12.6778971813431,"2008"
"441","BRU",2017,291,31.13,"US","n","y2008-2017",12.9910864665452,"2018"
"442","NVA",2017,268,36.35,"US","n","y2008-2017",13.0995914344232,"2008"
"443","NVA",2017,268,36.35,"US","n","y2008-2017",13.6026183014303,"2018"
"444","NEW",2017,260,40.73,"US","n","y2008-2017",13.803044771604,"2008"
"445","NEW",2017,260,40.73,"US","n","y2008-2017",13.8445565269216,"2018"
"446","MAN",2017,264,38.63,"US","n","y2008-2017",13.3862516577478,"2008"
"447","MAN",2017,264,38.63,"US","n","y2008-2017",13.6273457473479,"2018"
"448","JAC",2017,304,30.33,"US","n","y2008-2017",12.675635765985,"2008"
"449","JAC",2017,304,30.33,"US","n","y2008-2017",12.8532440069939,"2018"
"450","FEM",2017,321,27.58,"US","n","y2008-2017",12.5716906703355,"2008"
"451","FEM",2017,321,27.58,"US","n","y2008-2017",12.5178987869314,"2018"
"452","FAY",2017,278,35.03,"US","n","y2008-2017",13.0894469072591,"2008"
"453","FAY",2017,278,35.03,"US","n","y2008-2017",13.3626010009971,"2018"
"454","OAK",2017,315,28.85,"US","n","y2008-2017",12.3128257953782,"2008"
"455","OAK",2017,315,28.85,"US","n","y2008-2017",12.5141547681508,"2018"
"456","PBS",2017,325,26.67,"US","n","y2008-2017",12.3377836963088,"2018"
"457","WAV",2017,270,37.05,"US","n","y2008-2017",13.4348804445957,"2008"
"458","WAV",2017,270,37.05,"US","n","y2008-2017",13.6820816512994,"2018"
"459","ZIO",2017,282,33.75,"US","n","y2008-2017",13.0484023264296,"2008"
"460","ZIO",2017,282,33.75,"US","n","y2008-2017",13.1679649131277,"2018"
"461","BER",2018,255,39.77,"US","n",NA,13.3815200381743,"2008"
"462","BER",2018,255,39.77,"US","n",NA,13.6001540751313,"2018"
"463","BRU",2018,292,31.13,"US","n",NA,12.6778971813431,"2008"
"464","BRU",2018,292,31.13,"US","n",NA,12.9910864665452,"2018"
"465","NVA",2018,264,36.35,"US","n",NA,13.0995914344232,"2008"
"466","NVA",2018,264,36.35,"US","n",NA,13.6026183014303,"2018"
"467","NEW",2018,248,40.73,"US","n",NA,13.803044771604,"2008"
"468","NEW",2018,248,40.73,"US","n",NA,13.8445565269216,"2018"
"469","MAN",2018,258,38.63,"US","n",NA,13.3862516577478,"2008"
"470","MAN",2018,258,38.63,"US","n",NA,13.6273457473479,"2018"
"471","JAC",2018,304,30.33,"US","n",NA,12.675635765985,"2008"
"472","JAC",2018,304,30.33,"US","n",NA,12.8532440069939,"2018"
"473","FEM",2018,319,27.58,"US","n",NA,12.5716906703355,"2008"
"474","FEM",2018,319,27.58,"US","n",NA,12.5178987869314,"2018"
"475","FAY",2018,274,35.03,"US","n",NA,13.0894469072591,"2008"
"476","FAY",2018,274,35.03,"US","n",NA,13.3626010009971,"2018"
"477","OAK",2018,314,28.85,"US","n",NA,12.3128257953782,"2008"
"478","OAK",2018,314,28.85,"US","n",NA,12.5141547681508,"2018"
"479","PBS",2018,323,26.67,"US","n",NA,12.3377836963088,"2018"
"480","WAV",2018,269,37.05,"US","n",NA,13.4348804445957,"2008"
"481","WAV",2018,269,37.05,"US","n",NA,13.6820816512994,"2018"
"482","ZIO",2018,280,33.75,"US","n",NA,13.0484023264296,"2008"
"483","ZIO",2018,280,33.75,"US","n",NA,13.1679649131277,"2018"
"484","OKI",1998,327,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"485","OKI",1998,327,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"486","KAG",1998,283,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"487","KAG",1998,283,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"488","YAT",1998,272,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"489","SAG",1998,274,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"490","YAM",1998,268,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"491","KYO",1998,268,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"492","TAK",1998,266,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"493","KAN",1998,256,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"494","NIG",1998,260,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"495","SEN",1998,255,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"496","TAN",1998,307,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"497","SHI",1998,269,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"498","HIR",1998,276,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"499","TOK",1998,273,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"500","UTS",1998,250,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"501","KHO",1998,253,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"502","AIZ",1998,243,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"503","SAK",1998,256,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"504","OKI",1999,322,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"505","OKI",1999,322,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"506","KAG",1999,277,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"507","KAG",1999,277,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"508","YAT",1999,268,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"509","SAG",1999,270,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"510","YAM",1999,265,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"511","KYO",1999,267,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"512","TAK",1999,265,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"513","KAN",1999,256,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"514","NIG",1999,257,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"515","SEN",1999,252,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"516","TAN",1999,301,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"517","SHI",1999,265,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"518","HIR",1999,272,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"519","TOK",1999,272,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"520","UTS",1999,249,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"521","KHO",1999,252,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"522","AIZ",1999,243,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"523","SAK",1999,253,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"524","OKI",2000,326,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"525","OKI",2000,326,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"526","KAG",2000,286,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"527","KAG",2000,286,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"528","YAT",2000,272,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"529","SAG",2000,274,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"530","YAM",2000,264,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"531","KYO",2000,266,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"532","TAK",2000,263,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"533","KAN",2000,253,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"534","NIG",2000,256,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"535","SEN",2000,250,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"536","TAN",2000,308,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"537","SHI",2000,265,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"538","HIR",2000,274,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"539","TOK",2000,269,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"540","UTS",2000,245,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"541","KHO",2000,250,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"542","AIZ",2000,241,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"543","SAK",2000,252,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"544","OKI",2001,322,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"545","OKI",2001,322,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"546","KAG",2001,277,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"547","KAG",2001,277,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"548","YAT",2001,266,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"549","SAG",2001,269,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"550","YAM",2001,260,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"551","KYO",2001,260,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"552","TAK",2001,259,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"553","KAN",2001,248,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"554","NIG",2001,253,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"555","SEN",2001,245,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"556","TAN",2001,300,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"557","SHI",2001,262,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"558","HIR",2001,268,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"559","TOK",2001,266,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"560","UTS",2001,243,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"561","KHO",2001,247,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"562","AIZ",2001,238,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"563","SAK",2001,249,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"564","OKI",2002,321,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"565","OKI",2002,321,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"566","KAG",2002,270,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"567","KAG",2002,270,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"568","YAT",2002,259,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"569","SAG",2002,262,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"570","YAM",2002,256,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"571","KYO",2002,258,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"572","TAK",2002,256,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"573","KAN",2002,247,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"574","NIG",2002,248,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"575","SEN",2002,244,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"576","TAN",2002,294,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"577","SHI",2002,256,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"578","HIR",2002,264,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"579","TOK",2002,264,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"580","UTS",2002,240,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"581","KHO",2002,243,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"582","AIZ",2002,236,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"583","SAK",2002,246,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"584","OKI",2003,322,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"585","OKI",2003,322,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"586","KAG",2003,282,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"587","KAG",2003,282,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"588","YAT",2003,269,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"589","SAG",2003,272,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"590","YAM",2003,263,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"591","KYO",2003,262,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"592","TAK",2003,259,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"593","KAN",2003,251,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"594","NIG",2003,253,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"595","SEN",2003,246,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"596","TAN",2003,306,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"597","SHI",2003,264,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"598","HIR",2003,271,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"599","TOK",2003,269,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"600","UTS",2003,243,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"601","KHO",2003,247,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"602","AIZ",2003,237,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"603","SAK",2003,249,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"604","OKI",2004,326,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"605","OKI",2004,326,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"606","KAG",2004,282,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"607","KAG",2004,282,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"608","YAT",2004,271,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"609","SAG",2004,274,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"610","YAM",2004,267,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"611","KYO",2004,270,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"612","TAK",2004,268,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"613","KAN",2004,258,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"614","NIG",2004,261,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"615","SEN",2004,251,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"616","TAN",2004,310,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"617","SHI",2004,268,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"618","HIR",2004,274,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"619","TOK",2004,272,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"620","UTS",2004,247,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"621","KHO",2004,251,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"622","AIZ",2004,242,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"623","SAK",2004,256,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"624","OKI",2005,316,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"625","OKI",2005,316,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"626","KAG",2005,276,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"627","KAG",2005,276,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"628","YAT",2005,270,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"629","SAG",2005,272,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"630","YAM",2005,264,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"631","KYO",2005,265,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"632","TAK",2005,263,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"633","KAN",2005,255,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"634","NIG",2005,256,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"635","SEN",2005,251,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"636","TAN",2005,295,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"637","SHI",2005,268,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"638","HIR",2005,271,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"639","TOK",2005,268,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"640","UTS",2005,245,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"641","KHO",2005,250,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"642","AIZ",2005,240,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"643","SAK",2005,252,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"644","OKI",2006,324,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"645","OKI",2006,324,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"646","KAG",2006,283,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"647","KAG",2006,283,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"648","YAT",2006,272,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"649","SAG",2006,275,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"650","YAM",2006,264,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"651","KYO",2006,267,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"652","TAK",2006,264,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"653","KAN",2006,252,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"654","NIG",2006,253,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"655","SEN",2006,247,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"656","TAN",2006,307,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"657","SHI",2006,268,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"658","HIR",2006,275,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"659","TOK",2006,273,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"660","UTS",2006,243,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"661","KHO",2006,247,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"662","AIZ",2006,237,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"663","SAK",2006,249,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"664","OKI",2007,323,26.2,"JP","n","y1998-2007",12.9128269753514,"2008"
"665","OKI",2007,323,26.2,"JP","n","y1998-2007",12.7233688138933,"2018"
"666","KAG",2007,281,31.6,"JP","n","y1998-2007",13.2917405264244,"2008"
"667","KAG",2007,281,31.6,"JP","n","y1998-2007",13.4588495901383,"2018"
"668","YAT",2007,271,32.65,"JP","n","y1998-2007",13.2095678159864,"2018"
"669","SAG",2007,273,33.25,"JP","n","y1998-2007",13.4328742434447,"2018"
"670","YAM",2007,266,34.18,"JP","n","y1998-2007",13.5275398729425,"2018"
"671","KYO",2007,266,35,"JP","n","y1998-2007",13.5135633344554,"2018"
"672","TAK",2007,264,35.35,"JP","n","y1998-2007",13.6623454360937,"2018"
"673","KAN",2007,256,36.56,"JP","n","y1998-2007",13.7643173470151,"2018"
"674","NIG",2007,257,37.91,"JP","n","y1998-2007",13.8496617799907,"2018"
"675","SEN",2007,252,38.29,"JP","n","y1998-2007",14.0145864430433,"2018"
"676","TAN",2007,303,30.72,"JP","y","y1998-2007",12.6477931369594,"2008"
"677","SHI",2007,268,34.02,"JP","y","y1998-2007",13.1224219644301,"2008"
"678","HIR",2007,274,34.38,"JP","y","y1998-2007",13.1088874236273,"2008"
"679","TOK",2007,269,35.63,"JP","y","y1998-2007",13.2599462255156,"2008"
"680","UTS",2007,247,36.53,"JP","y","y1998-2007",13.5887057611562,"2008"
"681","KHO",2007,251,37.37,"JP","y","y1998-2007",13.3905340286713,"2008"
"682","AIZ",2007,243,37.47,"JP","y","y1998-2007",13.8055534251455,"2008"
"683","SAK",2007,253,38.92,"JP","y","y1998-2007",13.6644933129919,"2008"
"684","OKI",2008,320,26.2,"JP","n","y2008-2017",12.9128269753514,"2008"
"685","OKI",2008,320,26.2,"JP","n","y2008-2017",12.7233688138933,"2018"
"686","KAG",2008,279,31.6,"JP","n","y2008-2017",13.2917405264244,"2008"
"687","KAG",2008,279,31.6,"JP","n","y2008-2017",13.4588495901383,"2018"
"688","YAT",2008,268,32.65,"JP","n","y2008-2017",13.2095678159864,"2018"
"689","SAG",2008,271,33.25,"JP","n","y2008-2017",13.4328742434447,"2018"
"690","YAM",2008,264,34.18,"JP","n","y2008-2017",13.5275398729425,"2018"
"691","KYO",2008,264,35,"JP","n","y2008-2017",13.5135633344554,"2018"
"692","TAK",2008,262,35.35,"JP","n","y2008-2017",13.6623454360937,"2018"
"693","KAN",2008,251,36.56,"JP","n","y2008-2017",13.7643173470151,"2018"
"694","NIG",2008,255,37.91,"JP","n","y2008-2017",13.8496617799907,"2018"
"695","SEN",2008,250,38.29,"JP","n","y2008-2017",14.0145864430433,"2018"
"696","TAN",2008,302,30.72,"JP","y","y2008-2017",12.6477931369594,"2008"
