pop,month,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
YAM,Mar,8.4916,8.89337,7.68538,8.14906,9.670585,7.189745,8.08746,7.029475,7.09641,8.3408,8.18108,8.61532,7.830845,6.094315,7.52209,9.350015,8.74957,8.258925,8.989965,7.32197,9.32498
YAM,Apr,15.6109,12.81557,12.52346,13.167445,14.50965,13.72325,14.0337,14.18863,12.001935,12.333275,13.062425,13.268725,11.67161,12.01127,13.78803,11.759035,12.61577,14.17778,14.7378,13.94427,14.516255
YAM,May,19.16805,17.68935,17.4919,18.31885,17.60915,17.88885,18.35495,17.2012,17.4717,17.97685,17.55565,17.86005,16.8409,18.01055,17.8935,17.76825,17.81525,18.6118,18.654,18.8887,18.21325
YAM,Jun,21.01145,21.2038,21.18215,21.70805,21.70175,21.193,21.98195,22.8328,21.59305,21.6914,20.6982,21.6924,21.8168,22.30075,21.32395,22.0853,21.3504,20.88445,21.83295,20.87675,21.5495
YAM,Jul,25.7316,23.87455,26.35095,26.2959,26.42205,23.3524,27.03165,25.4344,25.24755,24.02965,27.0251,24.5226,26.05155,26.0848,25.9869,26.92625,25.2811,24.77155,26.24515,27.272,27.1519
YAM,Aug,26.90255,25.95055,26.9389,26.3719,26.51245,25.43605,26.6555,26.7243,27.41945,27.30235,26.3479,25.706,28.6801,26.77595,27.53785,27.78045,25.2327,25.54795,27.18835,27.328,28.2884
YAM,Sep,23.67165,24.5904,22.4896,21.8304,22.8418,23.4466,23.25515,24.0297,21.5856,25.2468,23.2594,22.3719,24.59185,23.136,23.3517,22.84395,22.0514,21.35235,23.3969,21.8004,22.28085
YAM,Oct,18.60365,17.62955,17.54625,17.30885,16.5022,16.223,16.6871,18.0449,18.518,18.44175,17.91015,17.13605,17.57065,17.1234,16.75185,18.23475,17.0952,16.34975,18.86245,17.1813,16.823
YAM,Nov,12.039365,11.63755,12.55677,10.805235,9.156525,13.9451,13.04075,11.88034,12.46199,11.54331,11.211475,11.689835,10.821745,13.8179,10.32302,10.905195,12.154375,13.5206,12.02375,11.00551,11.76986
YAM,Dec,8.251755,6.171055,7.30846,5.912855,6.729065,6.874525,8.11107,3.2943045,6.795475,7.346695,6.99712,6.42147,6.32525,6.048,4.61196,5.405755,4.6306,7.752435,7.780915,4.783215,7.332035
