POP,MONTH,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
TAK,Sep,27.2972,28.5228,27.7184,25.817,26.9345,27.8312,27.8715,28.2223,26.524,28.7507,26.2987,26.5241,28.8759,27.916,29.0341,27.5503,26.6637,25.3719,27.6157,26.5149,25.8497
TAK,Oct,22.1636,21.6721,21.1508,21.213,21.1895,20.0506,20.7533,21.6527,22.1164,21.8965,21.6737,21.3897,21.755,21.7149,21.8021,22.527,21.6568,21.5656,22.1563,19.7915,21.7647
TAK,Nov,14.918,15.6373,15.8103,14.9521,12.574,16.5075,17.0349,15.1195,16.102,14.9704,14.9662,15.3335,15.0221,16.382,14.0129,14.7019,15.8523,16.3084,14.9636,14.2175,16.5633
TAK,Dec,10.7166,9.32815,9.63807,8.81413,8.58947,9.5516,11.1491,5.73719,9.85268,9.94978,10.3773,9.67675,10.0385,8.72113,7.29177,8.73689,7.32736,11.5077,10.5114,8.0326,10.3111
KAN,Jan,5.56735,5.90496,7.33441,3.74094,5.90511,5.15018,5.81856,6.04206,4.34419,7.90623,5.76426,6.50166,6.18617,2.94773,4.59089,4.74428,5.88541,5.52387,6.72454,6.61403,4.81357
KAN,Feb,8.13584,6.01931,4.61903,6.88499,7.80197,6.92945,8.29437,4.9998,6.30442,9.51065,4.8284,8.4513,7.00771,7.47408,4.12361,5.22815,6.02284,6.98599,7.61543,7.03875,5.23876
KAN,Mar,11.7394,11.0703,9.81255,10.3825,13.2364,9.97885,11.3757,10.0656,10.0361,10.5394,11.7879,10.8369,9.58735,8.90006,9.66637,12.1461,10.6357,11.2117,11.9942,10.7478,12.7918
KAN,Apr,18.1244,15.6703,16.0384,17.6667,18.5861,16.1277,18.0452,17.8788,14.7515,15.7913,16.6693,16.7633,14.0636,15.5121,16.539,15.5686,16.5834,17.021,18.0981,17.5195,18.4597
KAN,May,22.4291,21.5309,21.7586,22.7663,20.3328,21.6852,21.8373,20.0891,20.6393,21.5365,21.498,21.6252,20.1024,20.6048,20.7549,21.5841,22.4865,24.1156,23.0926,22.9034,22.063
KAN,Jun,23.4874,24.0248,24.8764,24.518,25.0396,25.0829,26.0232,26.2961,24.7176,24.6857,23.8352,25.3717,25.4478,26.2817,24.2341,25.7309,26.0486,25.1168,25.7087,23.5797,25.8501
KAN,Jul,28.4932,28.1866,30.7264,31.0904,30.1987,25.5462,30.598,28.4472,27.0311,25.7598,30.6092,27.6616,30.0299,30.2289,30.1217,30.8819,29.4724,29.3984,29.6855,30.3353,31.8029
KAN,Aug,29.1011,31.5379,32.4184,30.5442,31.2232,28.9633,31.1369,31.0881,31.9636,32.1315,29.9673,28.5132,33.0922,30.7126,32.4732,31.9032,29.9278,30.3517,31.2376,30.4181,32.1801
KAN,Sep,26.6741,28.0565,27.3838,25.3248,26.4723,26.6231,27.4778,27.8505,25.6416,28.6042,26.2285,25.3905,27.9828,27.1111,29.2353,26.7437,26.4586,24.9411,26.4885,26.3077,25.6823
KAN,Oct,22.1878,21.2141,20.6474,21.2493,20.9865,20.2096,20.4273,21.3772,21.7704,21.3958,21.8632,21.1972,21.1839,21.0488,21.9004,22.2778,20.782,20.977,21.6504,19.8864,21.2849
KAN,Nov,15.3241,15.337,15.0535,15.0044,11.2735,16.3347,17.3705,14.8761,15.6039,14.5036,14.4825,15.3992,14.5451,16.1452,13.0888,14.2322,15.4442,15.9978,14.6068,14.0388,16.4281
KAN,Dec,10.1099,8.61762,9.65953,8.09045,7.89108,9.43302,10.9314,4.72061,9.49173,9.73522,10.7684,8.65815,9.40304,7.25593,6.50441,7.92677,5.96873,10.2913,10.4832,7.77032,9.64127
NIG,Jan,3.36994,4.17907,5.90573,2.41655,5.07854,3.63826,4.22708,4.22106,3.00697,6.40087,4.31925,5.38062,4.50662,2.12339,2.59103,2.84046,3.79974,4.16926,4.18871,4.58692,3.36218
NIG,Feb,5.71892,4.33507,3.72632,4.09228,6.3058,5.74624,6.56606,3.3639,5.43526,7.59138,3.89531,6.26218,4.64243,5.85796,2.20726,3.15496,4.02228,5.44446,5.89152,5.53309,3.31538
NIG,Mar,10.0181,9.72539,8.26781,8.78532,11.4887,8.70341,9.89864,7.55827,8.69074,8.96786,10.6896,9.33881,8.15121,7.28237,7.81717,9.48258,8.52631,10.1206,10.4711,9.05891,11.341
NIG,Apr,17.8926,15.9401,15.1197,17.4807,18.3295,15.5517,16.7777,16.2097,13.8113,14.2941,16.582,15.9548,13.1098,14.5609,15.624,14.2309,15.6372,16.7612,17.2692,16.3032,17.6056
NIG,May,22.4677,21.4097,21.6512,23.2658,20.3939,22.2208,21.9414,19.9257,20.8081,21.189,21.2585,22.0494,19.9375,20.5973,20.3916,20.992,21.9887,23.9446,23.1004,22.5133,21.4939
